item,idx,hypernym_pred,negative_pred,hypernym_yes,negative_yes
1,1,Yes,No,0.7439007759094238,0.34210824966430664
1,2,Yes,No,0.7439007759094238,0.3529341518878937
1,3,Yes,No,0.7439007759094238,0.42498743534088135
1,4,Yes,No,0.7439007759094238,0.4345375895500183
2,5,Yes,Yes,0.6999189853668213,0.5630717873573303
2,6,Yes,No,0.6999189853668213,0.3919309377670288
2,7,Yes,No,0.6999189853668213,0.3034341633319855
2,8,Yes,Yes,0.6999189853668213,0.5083195567131042
3,9,Yes,Yes,0.7602636218070984,0.604661762714386
3,10,Yes,No,0.7602636218070984,0.37269529700279236
3,11,Yes,No,0.7602636218070984,0.43953970074653625
3,12,Yes,Yes,0.7602636218070984,0.7345821261405945
4,13,Yes,No,0.680802583694458,0.3549394905567169
4,14,Yes,Yes,0.680802583694458,0.6631292104721069
4,15,Yes,No,0.680802583694458,0.41589444875717163
4,16,Yes,No,0.680802583694458,0.3697977066040039
5,17,Yes,No,0.6494549512863159,0.17442935705184937
5,18,Yes,No,0.6494549512863159,0.323973685503006
5,19,Yes,No,0.6494549512863159,0.3369726240634918
5,20,Yes,No,0.6494549512863159,0.36018460988998413
6,21,Yes,No,0.7795549035072327,0.20868819952011108
6,22,Yes,No,0.7795549035072327,0.41406652331352234
6,23,Yes,No,0.7795549035072327,0.23219384253025055
6,24,Yes,No,0.7795549035072327,0.34414803981781006
7,25,Yes,No,0.8518955111503601,0.3263399600982666
7,26,Yes,No,0.8518955111503601,0.17341646552085876
7,27,Yes,No,0.8518955111503601,0.3813161849975586
7,28,Yes,No,0.8518955111503601,0.35233059525489807
8,29,Yes,No,0.5718176364898682,0.21913978457450867
8,30,Yes,No,0.5718176364898682,0.33794644474983215
8,31,Yes,No,0.5718176364898682,0.4072471559047699
8,32,Yes,No,0.5718176364898682,0.33362147212028503
9,33,Yes,No,0.5717204809188843,0.44430550932884216
9,34,Yes,No,0.5717204809188843,0.4350181221961975
9,35,Yes,Yes,0.5717204809188843,0.5142859220504761
9,36,Yes,No,0.5717204809188843,0.3450477421283722
10,37,Yes,No,0.5580934286117554,0.4500015079975128
10,38,Yes,Yes,0.5580934286117554,0.5142859220504761
10,39,Yes,No,0.5580934286117554,0.31934303045272827
10,40,Yes,No,0.5580934286117554,0.4199894964694977
11,41,Yes,No,0.7926838994026184,0.2895740866661072
11,42,Yes,No,0.7926838994026184,0.37530073523521423
11,43,Yes,No,0.7926838994026184,0.2839300334453583
11,44,Yes,Yes,0.7926838994026184,0.5406880378723145
12,45,Yes,Yes,0.7517351508140564,0.5443544983863831
