item,label,p_yes
1,Yes,0.845211386680603
2,Yes,0.8895626664161682
3,Yes,0.8816788196563721
4,Yes,0.7628288865089417
5,Yes,0.5115783214569092
6,Yes,0.6439816355705261
7,No,0.11935552954673767
8,No,0.13411429524421692
9,No,0.2410295158624649
10,No,0.356375515460968
11,No,0.33968329429626465
12,No,0.3348095715045929
13,No,0.43002232909202576
14,No,0.4064826965332031
15,Yes,0.5192481875419617
16,No,0.43188706040382385
17,No,0.16759443283081055
18,No,0.3690299391746521
19,Yes,0.5256866216659546
20,No,0.3414613604545593
21,Yes,0.668846845626831
22,Yes,0.8184008002281189
23,Yes,0.7211400270462036
24,Yes,0.789648175239563
25,Yes,0.6244299411773682
26,Yes,0.755402147769928
27,Yes,0.7753444910049438
28,Yes,0.9155089259147644
29,No,0.43461498618125916
30,No,0.34089741110801697
31,No,0.4164506494998932
32,No,0.3452371656894684
33,No,0.06674966961145401
34,Yes,0.6451202034950256
35,No,0.028670551255345345
36,No,0.22618412971496582
37,No,0.03542735427618027
38,No,0.2822278141975403
39,No,0.055845629423856735
40,No,0.10891279578208923
41,No,0.2786593437194824
42,No,0.4323182702064514
43,No,0.27795714139938354
44,No,0.33010947704315186
45,No,0.24144721031188965
46,No,0.3488713800907135
47,No,0.08858290314674377
48,No,0.07960721105337143
49,Yes,0.5197281241416931
50,Yes,0.6270771026611328
51,No,0.16578753292560577
52,No,0.20127998292446136
53,Yes,0.5781817436218262
54,Yes,0.6392335295677185
55,No,0.26225757598876953
56,No,0.2029271423816681
57,No,0.12101463973522186
58,Yes,0.9197549223899841
59,No,0.09067381918430328
60,No,0.1970793604850769
61,No,0.1926867812871933
62,Yes,0.5069580078125
63,No,0.09560049325227737
64,No,0.1160111352801323
65,No,0.2495083063840866
66,No,0.42573782801628113
67,No,0.1822521835565567
68,No,0.10555720329284668
69,No,0.2288607507944107
70,No,0.17245331406593323
71,No,0.4796254336833954
72,Yes,0.5610981583595276
73,Yes,0.5570045709609985
74,Yes,0.6577624678611755
75,No,0.2037138044834137
76,No,0.11248089373111725
77,No,0.11076737940311432
78,No,0.27667245268821716
79,No,0.12149418145418167
80,No,0.1292550265789032
81,No,0.2870672643184662
82,Yes,0.5265374183654785
83,No,0.08454526215791702
84,No,0.23868447542190552
85,Yes,0.7953816056251526
