question_id,substitution_hop,subs_type,concept,subset,input,type,correct,x,y
13732331,1,hypernym,woman,equal,"<|im_start|>system
You are a helpful assistant.<|im_end|>
<|im_start|>user
Description: There are 2 objects in the scene, including a pond, and a smiling happy woman. The pond is to the right of the woman. The woman is to the left of the pond. Question: In the scene, is there an adult that is sad? Answer:<|im_end|>
<|im_start|>assistant
",vision_text,True,14.685722,-15.392628
13732331,2,hypernym,woman,equal,"<|im_start|>system
You are a helpful assistant.<|im_end|>
<|im_start|>user
Description: There are 2 objects in the scene, including a pond, and a smiling happy woman. The pond is to the right of the woman. The woman is to the left of the pond. Question: In the scene, is there a person that is sad? Answer:<|im_end|>
<|im_start|>assistant
",vision_text,True,27.358513,-33.68302
5712524,1,hypernym,woman,equal,"<|im_start|>system
You are a helpful assistant.<|im_end|>
<|im_start|>user
Description: There are 17 objects in the scene, including a ground, a talking blond woman, a wall, a city, a black shirt, a street, a bush, a building, a tree, bare feet, a blue metal bench, a necklace, a phone, a red car, a truck, a pink flower, and an earring. The ground is to the right of the necklace. The ground is to the right of the woman. The ground is to the right of the phone. The ground is to the right of the shirt. The woman is to the left of the feet. The woman is to the left of the ground. The wall is to the left of the car. The wall is to the left of the truck. The wall is to the left of the street. The city is to the right of the bush. The shirt is to the left of the ground. The street is to the right of the wall. The street is to the right of the bench. The bush is to the left of the truck. The bush is to the left of the building. The bush is to the left of the city. The bush is on the wall. The building is to the right of the bush. The tree is by the street. The tree is to the right of the truck. The feet are to the right of the woman. The bench is to the left of the street. The necklace is to the left of the ground. The necklace is to the left of the phone. The phone is to the left of the ground. The phone is to the right of the necklace. The car is to the right of the wall. The car is on the street. The truck is to the left of the tree. The truck is on the street. The truck is to the right of the wall. The truck is to the right of the bush. Question: In the scene, is there an adult that is not blond? Answer:<|im_end|>
<|im_start|>assistant
",vision_text,True,-26.99159,11.667551
5712524,2,hypernym,woman,equal,"<|im_start|>system
You are a helpful assistant.<|im_end|>
<|im_start|>user
