question_id,substitution_hop,subs_type,concept,input,type,correct,x,y
13732331,1,hypernym,woman,"<|im_start|>system
You are a helpful assistant.<|im_end|>
<|im_start|>user
Description: There are 2 objects in the scene, including a pond, and a smiling happy woman. The pond is to the right of the woman. The woman is to the left of the pond. Question: In the scene, is there an adult that is sad? Answer:<|im_end|>
<|im_start|>assistant
",vision_text,True,-4.82782,-0.035793304
13732331,2,hypernym,woman,"<|im_start|>system
You are a helpful assistant.<|im_end|>
<|im_start|>user
Description: There are 2 objects in the scene, including a pond, and a smiling happy woman. The pond is to the right of the woman. The woman is to the left of the pond. Question: In the scene, is there a person that is sad? Answer:<|im_end|>
<|im_start|>assistant
",vision_text,True,-19.917583,19.155031
5712524,1,hypernym,woman,"<|im_start|>system
You are a helpful assistant.<|im_end|>
<|im_start|>user
Description: There are 17 objects in the scene, including a ground, a talking blond woman, a wall, a city, a black shirt, a street, a bush, a building, a tree, bare feet, a blue metal bench, a necklace, a phone, a red car, a truck, a pink flower, and an earring. The ground is to the right of the necklace. The ground is to the right of the woman. The ground is to the right of the phone. The ground is to the right of the shirt. The woman is to the left of the feet. The woman is to the left of the ground. The wall is to the left of the car. The wall is to the left of the truck. The wall is to the left of the street. The city is to the right of the bush. The shirt is to the left of the ground. The street is to the right of the wall. The street is to the right of the bench. The bush is to the left of the truck. The bush is to the left of the building. The bush is to the left of the city. The bush is on the wall. The building is to the right of the bush. The tree is by the street. The tree is to the right of the truck. The feet are to the right of the woman. The bench is to the left of the street. The necklace is to the left of the ground. The necklace is to the left of the phone. The phone is to the left of the ground. The phone is to the right of the necklace. The car is to the right of the wall. The car is on the street. The truck is to the left of the tree. The truck is on the street. The truck is to the right of the wall. The truck is to the right of the bush. Question: In the scene, is there an adult that is not blond? Answer:<|im_end|>
<|im_start|>assistant
",vision_text,True,50.089504,-4.0906296
5712524,2,hypernym,woman,"<|im_start|>system
You are a helpful assistant.<|im_end|>
<|im_start|>user
Description: There are 17 objects in the scene, including a ground, a talking blond woman, a wall, a city, a black shirt, a street, a bush, a building, a tree, bare feet, a blue metal bench, a necklace, a phone, a red car, a truck, a pink flower, and an earring. The ground is to the right of the necklace. The ground is to the right of the woman. The ground is to the right of the phone. The ground is to the right of the shirt. The woman is to the left of the feet. The woman is to the left of the ground. The wall is to the left of the car. The wall is to the left of the truck. The wall is to the left of the street. The city is to the right of the bush. The shirt is to the left of the ground. The street is to the right of the wall. The street is to the right of the bench. The bush is to the left of the truck. The bush is to the left of the building. The bush is to the left of the city. The bush is on the wall. The building is to the right of the bush. The tree is by the street. The tree is to the right of the truck. The feet are to the right of the woman. The bench is to the left of the street. The necklace is to the left of the ground. The necklace is to the left of the phone. The phone is to the left of the ground. The phone is to the right of the necklace. The car is to the right of the wall. The car is on the street. The truck is to the left of the tree. The truck is on the street. The truck is to the right of the wall. The truck is to the right of the bush. Question: In the scene, is there a person that is not blond? Answer:<|im_end|>
<|im_start|>assistant
",vision_text,True,33.99018,10.570932
19669042,1,hypernym,woman,"<|im_start|>system
You are a helpful assistant.<|im_end|>
<|im_start|>user
Description: There are 2 objects in the scene, including a pond, and a smiling happy woman. The pond is to the right of the woman. The woman is to the left of the pond. Question: In the scene, do you see an adult there that is not happy? Answer:<|im_end|>
<|im_start|>assistant
",vision_text,True,-14.364712,-7.1924458
19669042,2,hypernym,woman,"<|im_start|>system
You are a helpful assistant.<|im_end|>
<|im_start|>user
Description: There are 2 objects in the scene, including a pond, and a smiling happy woman. The pond is to the right of the woman. The woman is to the left of the pond. Question: In the scene, do you see a person there that is not happy? Answer:<|im_end|>
<|im_start|>assistant
",vision_text,True,-24.51466,3.7742453
6632551,1,hypernym,woman,"<|im_start|>system
You are a helpful assistant.<|im_end|>
<|im_start|>user
Description: There are 2 objects in the scene, including a pond, and a smiling happy woman. The pond is to the right of the woman. The woman is to the left of the pond. Question: In the scene, do you see any sad adult there? Answer:<|im_end|>
<|im_start|>assistant
",vision_text,True,-30.892746,10.754463
6632551,2,hypernym,woman,"<|im_start|>system
You are a helpful assistant.<|im_end|>
<|im_start|>user
Description: There are 2 objects in the scene, including a pond, and a smiling happy woman. The pond is to the right of the woman. The woman is to the left of the pond. Question: In the scene, do you see any sad person there? Answer:<|im_end|>
<|im_start|>assistant
",vision_text,True,-34.528656,16.658379
6632554,1,hypernym,woman,"<|im_start|>system
You are a helpful assistant.<|im_end|>
<|im_start|>user
Description: There are 2 objects in the scene, including a pond, and a smiling happy woman. The pond is to the right of the woman. The woman is to the left of the pond. Question: In the scene, do you see any adult that is not happy? Answer:<|im_end|>
<|im_start|>assistant
",vision_text,True,-9.397491,-13.18816
6632554,2,hypernym,woman,"<|im_start|>system
You are a helpful assistant.<|im_end|>
<|im_start|>user
Description: There are 2 objects in the scene, including a pond, and a smiling happy woman. The pond is to the right of the woman. The woman is to the left of the pond. Question: In the scene, do you see any person that is not happy? Answer:<|im_end|>
<|im_start|>assistant
",vision_text,True,-16.89806,-0.89030266
3273655,1,hypernym,woman,"<|im_start|>system
You are a helpful assistant.<|im_end|>
<|im_start|>user
Description: There are 7 objects in the scene, including a swinging blond woman, a patterned short yellow outfit, a blond long hair, a head, a yellow hat, a blue racket, and a small earring. The woman is wearing the outfit. The woman is wearing the hat. The woman is holding the racket. The hair is to the left of the racket. The head is to the left of the racket. The hat is on the head. The hat is to the left of the racket. The racket is to the right of the head. The racket is to the right of the hair. The racket is to the right of the hat. The racket is to the right of the earring. The earring is to the left of the racket. Question: In the scene, is there an adult that is not blond? Answer:<|im_end|>
<|im_start|>assistant
",vision_text,True,31.490421,8.48912
3273655,2,hypernym,woman,"<|im_start|>system
You are a helpful assistant.<|im_end|>
<|im_start|>user
